Country,work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,Cost of Living Index,Rent Index,Local Purchasing Power Index,Cost of Living Plus Rent Index,GDP,log_salary,experience_numeric,salary_k,adjusted_salary,rent_burden_ratio,gdp_to_power_ratio,role_category,role_numeric,remote_Onsite,remote_Remote,company_size_num,country_France,country_Germany,country_Greece,country_India,country_Japan,country_Netherlands,country_Other,country_Spain,country_United Kingdom,country_United States,exp_x_role,exp_x_remote,size_x_gdp
United States,2022,Mid,FT,Machine Learning Scientist,160000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.982935344196433,2,160.0,2272.73,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,233582.7338726544
United States,2022,Mid,FT,Machine Learning Scientist,112300,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.62893804540639,2,112.3,1595.17,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,233582.7338726544
United States,2022,Mid,FT,Data Science Manager,241000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.392556361841777,2,241.0,3423.3,0.737,547.16,Management,1,False,True,2,False,False,False,False,False,False,False,False,False,True,2,2.0,155721.8225817696
United States,2022,Mid,FT,Data Science Manager,159000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.976665770490767,2,159.0,2258.52,0.737,547.16,Management,1,False,True,2,False,False,False,False,False,False,False,False,False,True,2,2.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,180000,0,M,70.4,41.7,142.3,56.6,77860.9112908848,12.100717685412471,3,180.0,2556.82,0.737,547.16,AI,4,True,False,2,False,False,False,False,False,False,False,False,False,True,12,0.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,80000,0,M,70.4,41.7,142.3,56.6,77860.9112908848,11.289794413577894,3,80.0,1136.36,0.737,547.16,AI,4,True,False,2,False,False,False,False,False,False,False,False,False,True,12,0.0,155721.8225817696
United States,2022,Mid,FT,Data Engineer,82900,0,M,70.4,41.7,142.3,56.6,77860.9112908848,11.325402403776808,2,82.9,1177.56,0.737,547.16,Engineering,2,True,False,2,False,False,False,False,False,False,False,False,False,True,4,0.0,155721.8225817696
United States,2022,Senior,FT,Data Engineer,100800,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.520903555205116,3,100.8,1431.82,0.737,547.16,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,233582.7338726544
Spain,2022,Mid,FT,Data Engineer,49461,100,M,47.3,22.9,92.1,35.6,30270.2687017458,10.808959976974403,2,49.5,1045.69,0.643,328.667,Engineering,2,False,True,2,False,False,False,False,False,False,False,True,False,False,4,2.0,60540.5374034916
United States,2022,Senior,FT,Data Scientist,140400,0,L,70.4,41.7,142.3,56.6,77860.9112908848,11.852257893055606,3,140.4,1994.32,0.737,547.16,AI,4,True,False,3,False,False,False,False,False,False,False,False,False,True,12,0.0,233582.7338726544
United Kingdom,2022,Mid,FT,Data Analyst,39263,100,M,62.0,31.1,115.2,47.1,46062.9914079698,10.578063347510637,2,39.3,633.27,0.66,399.852,Analytics,3,False,True,2,False,False,False,False,False,False,False,False,True,False,6,2.0,92125.9828159396
Spain,2022,Mid,FT,Data Analyst,43966,100,M,47.3,22.9,92.1,35.6,30270.2687017458,10.691194631509694,2,44.0,929.51,0.643,328.667,Analytics,3,False,True,2,False,False,False,False,False,False,False,True,False,False,6,2.0,60540.5374034916
Spain,2022,Mid,FT,Data Analyst,32974,100,M,47.3,22.9,92.1,35.6,30270.2687017458,10.403504977585515,2,33.0,697.12,0.643,328.667,Analytics,3,False,True,2,False,False,False,False,False,False,False,True,False,False,6,2.0,60540.5374034916
Spain,2022,Mid,FT,Data Engineer,87932,100,M,47.3,22.9,92.1,35.6,30270.2687017458,11.384330439839488,2,87.9,1859.03,0.643,328.667,Engineering,2,False,True,2,False,False,False,False,False,False,False,True,False,False,4,2.0,60540.5374034916
Spain,2022,Mid,FT,Data Engineer,76940,100,M,47.3,22.9,92.1,35.6,30270.2687017458,11.250794173362452,2,76.9,1626.64,0.643,328.667,Engineering,2,False,True,2,False,False,False,False,False,False,False,True,False,False,4,2.0,60540.5374034916
United Kingdom,2022,Mid,FT,Data Engineer,104702,100,M,62.0,31.1,115.2,47.1,46062.9914079698,11.55888304974326,2,104.7,1688.74,0.66,399.852,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,True,False,4,2.0,92125.9828159396
United Kingdom,2022,Mid,FT,Data Engineer,91614,100,M,62.0,31.1,115.2,47.1,46062.9914079698,11.425350292714276,2,91.6,1477.65,0.66,399.852,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,True,False,4,2.0,92125.9828159396
Spain,2022,Mid,FT,Data Engineer,65949,100,M,47.3,22.9,92.1,35.6,30270.2687017458,11.09665215814546,2,65.9,1394.27,0.643,328.667,Engineering,2,False,True,2,False,False,False,False,False,False,False,True,False,False,4,2.0,60540.5374034916
Greece,2022,Mid,FT,Data Engineer,87932,100,M,52.0,12.9,53.0,33.2,20971.8349258283,11.384330439839488,2,87.9,1691.0,0.389,395.695,Engineering,2,False,True,2,False,False,True,False,False,False,False,False,False,False,4,2.0,41943.6698516566
United States,2022,Senior,FT,Machine Learning Engineer,189650,0,M,70.4,41.7,142.3,56.6,77860.9112908848,12.152940819974221,3,189.6,2693.89,0.737,547.16,AI,4,True,False,2,False,False,False,False,False,False,False,False,False,True,12,0.0,155721.8225817696
United States,2022,Senior,FT,Machine Learning Engineer,164996,0,M,70.4,41.7,142.3,56.6,77860.9112908848,12.013682570899245,3,165.0,2343.69,0.737,547.16,AI,4,True,False,2,False,False,False,False,False,False,False,False,False,True,12,0.0,155721.8225817696
Greece,2022,Mid,FT,Data Analyst,43966,100,M,52.0,12.9,53.0,33.2,20971.8349258283,10.691194631509694,2,44.0,845.5,0.389,395.695,Analytics,3,False,True,2,False,False,True,False,False,False,False,False,False,False,6,2.0,41943.6698516566
Greece,2022,Mid,FT,Data Analyst,32974,100,M,52.0,12.9,53.0,33.2,20971.8349258283,10.403504977585515,2,33.0,634.12,0.389,395.695,Analytics,3,False,True,2,False,False,True,False,False,False,False,False,False,False,6,2.0,41943.6698516566
United Kingdom,2022,Mid,FT,Data Engineer,98158,100,M,62.0,31.1,115.2,47.1,46062.9914079698,11.494343891883839,2,98.2,1583.19,0.66,399.852,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,True,False,4,2.0,92125.9828159396
United Kingdom,2022,Mid,FT,Data Engineer,78526,100,M,62.0,31.1,115.2,47.1,46062.9914079698,11.271197793678173,2,78.5,1266.55,0.66,399.852,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,True,False,4,2.0,92125.9828159396
United States,2022,Senior,FT,Data Scientist,215300,0,L,70.4,41.7,142.3,56.6,77860.9112908848,12.279792328023508,3,215.3,3058.24,0.737,547.16,AI,4,True,False,3,False,False,False,False,False,False,False,False,False,True,12,0.0,233582.7338726544
Greece,2022,Mid,FT,Data Engineer,76940,100,M,52.0,12.9,53.0,33.2,20971.8349258283,11.250794173362452,2,76.9,1479.62,0.389,395.695,Engineering,2,False,True,2,False,False,True,False,False,False,False,False,False,False,4,2.0,41943.6698516566
United States,2022,Senior,FT,Data Engineer,209100,100,L,70.4,41.7,142.3,56.6,77860.9112908848,12.250572667806054,3,209.1,2970.17,0.737,547.16,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,233582.7338726544
United States,2022,Senior,FT,Data Engineer,154600,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.948602883419843,3,154.6,2196.02,0.737,547.16,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,233582.7338726544
United States,2022,Senior,FT,Data Engineer,180000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.100717685412471,3,180.0,2556.82,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
Portugal,2022,Entry,FT,ML Engineer,21983,100,L,45.1,24.0,56.9,35.0,24620.519556875,9.998070195022075,1,22.0,487.43,0.686,432.698,AI,4,False,True,3,False,False,False,False,False,False,True,False,False,False,4,1.0,73861.558670625
United States,2022,Senior,FT,Data Engineer,80000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.289794413577894,3,80.0,1136.36,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
Canada,2022,Mid,FT,Machine Learning Developer,78791,100,M,64.8,33.2,103.7,49.6,56256.8007264015,11.274566747849539,2,78.8,1215.91,0.669,542.496,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,False,8,2.0,112513.601452803
Canada,2022,Executive,FT,Director of Data Science,196979,50,L,64.8,33.2,103.7,49.6,56256.8007264015,12.190857479723693,4,197.0,3039.8,0.669,542.496,Other,0,False,False,3,False,False,False,False,False,False,False,False,False,False,0,2.0,168770.4021792045
United States,2022,Mid,FT,Machine Learning Engineer,120000,100,S,70.4,41.7,142.3,56.6,77860.9112908848,11.695255355062795,2,120.0,1704.55,0.737,547.16,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,77860.9112908848
United States,2022,Entry,FT,Computer Vision Engineer,125000,0,M,70.4,41.7,142.3,56.6,77860.9112908848,11.736077016252437,1,125.0,1775.57,0.737,547.16,Engineering,2,True,False,2,False,False,False,False,False,False,False,False,False,True,2,0.0,155721.8225817696
United States,2022,Mid,FT,NLP Engineer,37236,50,L,70.4,41.7,142.3,56.6,77860.9112908848,10.525058169606785,2,37.2,528.92,0.737,547.16,AI,4,False,False,3,False,False,False,False,False,False,False,False,False,True,8,1.0,233582.7338726544
United States,2022,Senior,FT,Data Engineer,105000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.561725152903833,3,105.0,1491.48,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
Germany,2022,Senior,FT,Lead Machine Learning Engineer,87932,0,M,62.2,24.4,120.2,44.0,49686.1154582583,11.384330439839488,3,87.9,1413.7,0.555,413.362,AI,4,True,False,2,False,True,False,False,False,False,False,False,False,False,12,0.0,99372.2309165166
India,2022,Mid,FT,Business Data Analyst,18442,100,M,21.2,5.6,82.6,13.7,2347.44829434623,9.822440173682805,2,18.4,869.91,0.409,28.419,Analytics,3,False,True,2,False,False,False,True,False,False,False,False,False,False,6,2.0,4694.89658869246
India,2022,Mid,FT,Data Scientist,31615,100,L,21.2,5.6,82.6,13.7,2347.44829434623,10.361418600547594,2,31.6,1491.27,0.409,28.419,AI,4,False,True,3,False,False,False,True,False,False,False,False,False,False,8,2.0,7042.34488303869
Portugal,2022,Mid,FT,Machine Learning Infrastructure Engineer,58255,50,L,45.1,24.0,56.9,35.0,24620.519556875,10.972602370415215,2,58.3,1291.69,0.686,432.698,AI,4,False,False,3,False,False,False,False,False,False,True,False,False,False,8,1.0,73861.558670625
United States,2022,Entry,FT,Financial Data Analyst,100000,50,L,70.4,41.7,142.3,56.6,77860.9112908848,11.51293546492023,1,100.0,1420.45,0.737,547.16,Analytics,3,False,False,3,False,False,False,False,False,False,False,False,False,True,3,0.5,233582.7338726544
Germany,2022,Mid,PT,Data Engineer,54957,50,L,62.2,24.4,120.2,44.0,49686.1154582583,10.914324536132202,2,55.0,883.55,0.555,413.362,Engineering,2,False,False,3,False,True,False,False,False,False,False,False,False,False,4,1.0,149058.34637477488
India,2022,Entry,FT,Data Scientist,18442,100,M,21.2,5.6,82.6,13.7,2347.44829434623,9.822440173682805,1,18.4,869.91,0.409,28.419,AI,4,False,True,2,False,False,False,True,False,False,False,False,False,False,4,1.0,4694.89658869246
Germany,2022,Senior,FT,Principal Data Scientist,162674,100,M,62.2,24.4,120.2,44.0,49686.1154582583,11.999509624363185,3,162.7,2615.34,0.555,413.362,AI,4,False,True,2,False,True,False,False,False,False,False,False,False,False,12,3.0,99372.2309165166
United States,2022,Entry,FT,Data Engineer,120000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.695255355062795,1,120.0,1704.55,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,2,1.0,155721.8225817696
United States,2022,Senior,FT,Research Scientist,144000,50,L,70.4,41.7,142.3,56.6,77860.9112908848,11.87757552297847,3,144.0,2045.45,0.737,547.16,Other,0,False,False,3,False,False,False,False,False,False,False,False,False,True,0,1.5,233582.7338726544
United States,2022,Senior,FT,Data Scientist,104890,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.560676994707515,3,104.9,1489.91,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Senior,FT,Data Engineer,100000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.51293546492023,3,100.0,1420.45,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,140000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.849404844423074,3,140.0,1988.64,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Mid,FT,Data Analyst,135000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.813037464800539,2,135.0,1917.61,0.737,547.16,Analytics,3,False,True,2,False,False,False,False,False,False,False,False,False,True,6,2.0,155721.8225817696
United States,2022,Mid,FT,Data Analyst,50000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,10.819798284210286,2,50.0,710.23,0.737,547.16,Analytics,3,False,True,2,False,False,False,False,False,False,False,False,False,True,6,2.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,220000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.301387370778713,3,220.0,3125.0,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,140000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.849404844423074,3,140.0,1988.64,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United Kingdom,2022,Mid,FT,Data Scientist,183228,0,M,62.0,31.1,115.2,47.1,46062.9914079698,12.11849201563776,2,183.2,2955.29,0.66,399.852,AI,4,True,False,2,False,False,False,False,False,False,False,False,True,False,8,0.0,92125.9828159396
United Kingdom,2022,Mid,FT,Data Scientist,91614,0,M,62.0,31.1,115.2,47.1,46062.9914079698,11.425350292714276,2,91.6,1477.65,0.66,399.852,AI,4,True,False,2,False,False,False,False,False,False,False,False,True,False,8,0.0,92125.9828159396
United States,2022,Senior,FT,Data Scientist,185100,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.128656901032139,3,185.1,2629.26,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Senior,FT,Machine Learning Engineer,220000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.301387370778713,3,220.0,3125.0,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Mid,FT,Data Scientist,200000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.206077645517674,2,200.0,2840.91,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,155721.8225817696
United States,2022,Mid,FT,Data Scientist,120000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.695255355062795,2,120.0,1704.55,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,155721.8225817696
United Arab Emirates,2022,Senior,FT,Machine Learning Engineer,120000,100,S,55.8,41.3,127.9,48.9,49899.0652975197,11.695255355062795,3,120.0,2150.54,0.845,390.141,AI,4,False,True,1,False,False,False,False,False,False,True,False,False,False,12,3.0,49899.0652975197
United Arab Emirates,2022,Senior,FT,Machine Learning Engineer,65000,100,S,55.8,41.3,127.9,48.9,49899.0652975197,11.082157933374816,3,65.0,1164.87,0.845,390.141,AI,4,False,True,1,False,False,False,False,False,False,True,False,False,False,12,3.0,49899.0652975197
United States,2022,Executive,FT,Data Engineer,324000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.688501881189456,4,324.0,4602.27,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,8,4.0,155721.8225817696
United States,2022,Executive,FT,Data Engineer,216000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.283038316285214,4,216.0,3068.18,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,8,4.0,155721.8225817696
United States,2022,Senior,FT,Data Engineer,210000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.25486757159303,3,210.0,2982.95,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
United States,2022,Senior,FT,Machine Learning Engineer,120000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.695255355062795,3,120.0,1704.55,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Senior,FT,Data Scientist,230000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.345838935721968,3,230.0,3267.05,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
Algeria,2022,Entry,PT,Data Scientist,100000,50,M,28.9,3.8,29.9,16.9,4961.55257664733,11.51293546492023,1,100.0,3460.21,0.225,165.938,AI,4,False,False,2,False,False,False,False,False,False,True,False,False,False,4,0.5,9923.10515329466
United States,2022,Mid,FL,Data Scientist,100000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.51293546492023,2,100.0,1420.45,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,155721.8225817696
Czechia,2022,Entry,CT,Applied Machine Learning Scientist,31875,100,M,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,28282.2236715857,10.36960865451764,1,31.9,501.13,0.692,227.004,AI,4,False,True,2,False,False,False,False,False,False,True,False,False,False,4,1.0,56564.4473431714
United States,2022,Senior,FT,Head of Data,200000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.206077645517674,3,200.0,2840.91,0.737,547.16,Other,0,False,True,2,False,False,False,False,False,False,False,False,False,True,0,3.0,155721.8225817696
Canada,2022,Mid,FT,Principal Data Analyst,75000,100,S,64.8,33.2,103.7,49.6,56256.8007264015,11.225256725762893,2,75.0,1157.41,0.669,542.496,Analytics,3,False,True,1,False,False,False,False,False,False,False,False,False,False,6,2.0,56256.8007264015
Poland,2022,Mid,FT,Data Scientist,35590,100,L,40.8,17.1,85.8,29.5,18891.213529396,10.479848075889779,2,35.6,872.3,0.58,220.177,AI,4,False,True,3,False,False,False,False,False,False,True,False,False,False,8,2.0,56673.64058818799
Canada,2022,Senior,FT,Machine Learning Developer,78791,100,M,64.8,33.2,103.7,49.6,56256.8007264015,11.274566747849539,3,78.8,1215.91,0.669,542.496,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,False,12,3.0,112513.601452803
United States,2022,Senior,FT,Data Scientist,100000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.51293546492023,3,100.0,1420.45,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
United States,2022,Mid,FT,Machine Learning Scientist,153000,50,M,70.4,41.7,142.3,56.6,77860.9112908848,11.938199736300925,2,153.0,2173.3,0.737,547.16,AI,4,False,False,2,False,False,False,False,False,False,False,False,False,True,8,1.0,155721.8225817696
Germany,2022,Entry,FT,Data Engineer,58035,100,M,62.2,24.4,120.2,44.0,49686.1154582583,10.968818786635575,1,58.0,933.04,0.555,413.362,Engineering,2,False,True,2,False,True,False,False,False,False,False,False,False,False,2,1.0,99372.2309165166
United States,2022,Senior,FT,Data Scientist,165000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,12.013706813470414,3,165.0,2343.75,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,12,3.0,155721.8225817696
France,2022,Senior,FT,Research Scientist,93427,50,L,63.7,21.0,102.4,43.2,41082.8119320747,11.444946365157367,3,93.4,1466.67,0.486,401.199,Other,0,False,False,3,True,False,False,False,False,False,False,False,False,False,0,1.5,123248.4357962241
Canada,2022,Entry,FT,Data Scientist,52396,100,L,64.8,33.2,103.7,49.6,56256.8007264015,10.866604616761784,1,52.4,808.58,0.669,542.496,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,False,4,1.0,168770.4021792045
Netherlands,2022,Senior,FT,Machine Learning Engineer,62651,100,L,63.1,33.5,124.9,48.9,59123.318556487,11.045350883198553,3,62.7,992.88,0.685,473.365,AI,4,False,True,3,False,False,False,False,False,True,False,False,False,False,12,3.0,177369.955669461
Estonia,2022,Mid,FT,Head of Data,32974,100,S,52.0,15.0,80.4,34.2,28451.1477825175,10.403504977585515,2,33.0,634.12,0.439,353.87,Other,0,False,True,1,False,False,False,False,False,False,True,False,False,False,0,2.0,28451.1477825175
Malaysia,2022,Entry,FT,Data Scientist,40000,100,L,30.0,7.7,79.9,19.3,11748.0919307944,10.596659732783579,1,40.0,1333.33,0.399,147.035,AI,4,False,True,3,False,False,False,False,False,False,True,False,False,False,4,1.0,35244.2757923832
Australia,2022,Mid,FT,Machine Learning Engineer,87425,100,L,70.2,33.4,127.4,52.5,64997.0136536475,11.37854800024191,2,87.4,1245.37,0.636,510.181,AI,4,False,True,3,False,False,False,False,False,False,True,False,False,False,8,2.0,194991.04096094248
United States,2022,Senior,FT,Data Engineer,115000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.652696102959753,3,115.0,1633.52,0.737,547.16,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,155721.8225817696
Australia,2022,Entry,FT,Data Scientist,86703,50,M,70.2,33.4,127.4,52.5,64997.0136536475,11.370255297805896,1,86.7,1235.09,0.636,510.181,AI,4,False,False,2,False,False,False,False,False,False,True,False,False,False,4,0.5,129994.027307295
United States,2022,Mid,FT,Applied Machine Learning Scientist,75000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.225256725762893,2,75.0,1065.34,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,233582.7338726544
Austria,2022,Mid,FT,Research Scientist,64849,0,L,65.1,22.5,102.4,44.7,52176.6649141178,11.07983218974459,2,64.8,996.14,0.503,509.538,Other,0,True,False,3,False,False,False,False,False,False,True,False,False,False,0,0.0,156529.9947423534
United States,2022,Entry,FT,Research Scientist,120000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.695255355062795,1,120.0,1704.55,0.737,547.16,Other,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,1.0,233582.7338726544
United States,2022,Mid,FT,Applied Data Scientist,157000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.964007453736912,2,157.0,2230.11,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,233582.7338726544
Australia,2022,Entry,FT,Computer Vision Software Engineer,150000,100,S,70.2,33.4,127.4,52.5,64997.0136536475,11.918397239722838,1,150.0,2136.75,0.636,510.181,Engineering,2,False,True,1,False,False,False,False,False,False,True,False,False,False,2,1.0,64997.0136536475
Canada,2022,Mid,FT,Business Data Analyst,70912,50,L,64.8,33.2,103.7,49.6,56256.8007264015,11.169209052553029,2,70.9,1094.32,0.669,542.496,Analytics,3,False,False,3,False,False,False,False,False,False,False,False,False,False,6,1.0,168770.4021792045
United States,2022,Entry,FT,Data Engineer,65000,100,S,70.4,41.7,142.3,56.6,77860.9112908848,11.082157933374816,1,65.0,923.3,0.737,547.16,Engineering,2,False,True,1,False,False,False,False,False,False,False,False,False,True,2,1.0,77860.9112908848
Ireland,2022,Senior,FT,Machine Learning Engineer,71444,100,S,64.4,42.3,101.1,53.8,105234.511567597,11.17668320190307,3,71.4,1109.38,0.786,1040.895,AI,4,False,True,1,False,False,False,False,False,False,True,False,False,False,12,3.0,105234.511567597
Pakistan,2022,Entry,FT,Data Analytics Engineer,20000,0,M,18.8,2.8,29.1,11.1,1538.3228133171,9.90353755128617,1,20.0,1063.83,0.252,52.863,Analytics,3,True,False,2,False,False,False,False,False,False,True,False,False,False,3,0.0,3076.6456266342
United States,2022,Mid,FT,Data Scientist,48000,100,S,70.4,41.7,142.3,56.6,77860.9112908848,10.778977123006351,2,48.0,681.82,0.737,547.16,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,77860.9112908848
United States,2022,Senior,FT,Data Science Manager,152500,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.934926432385152,3,152.5,2166.19,0.737,547.16,Management,1,False,True,2,False,False,False,False,False,False,False,False,False,True,3,3.0,155721.8225817696
France,2022,Mid,FT,Data Engineer,68147,100,M,63.7,21.0,102.4,43.2,41082.8119320747,11.129437089665434,2,68.1,1069.81,0.486,401.199,Engineering,2,False,True,2,True,False,False,False,False,False,False,False,False,False,4,2.0,82165.6238641494
Switzerland,2022,Mid,FT,Data Scientist,122346,0,L,101.1,46.5,158.7,74.9,94394.5106803525,11.714616548750014,2,122.3,1210.15,0.621,594.798,AI,4,True,False,3,False,False,False,False,False,False,True,False,False,False,8,0.0,283183.5320410575
United States,2022,Senior,FT,Applied Data Scientist,380000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,12.847929163278053,3,380.0,5397.73,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,233582.7338726544
Canada,2022,Mid,FT,Data Scientist,69336,100,M,64.8,33.2,103.7,49.6,56256.8007264015,11.146733953232388,2,69.3,1070.0,0.669,542.496,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,False,8,2.0,112513.601452803
Luxembourg,2022,Entry,FT,Computer Vision Engineer,10000,100,M,62.4,40.5,182.5,51.9,123719.658915996,9.210440366976517,1,10.0,160.26,0.78,677.916,Engineering,2,False,True,2,False,False,False,False,False,False,True,False,False,False,2,1.0,247439.317831992
Greece,2022,Mid,FT,Data Analyst,20000,100,S,52.0,12.9,53.0,33.2,20971.8349258283,9.90353755128617,2,20.0,384.62,0.389,395.695,Analytics,3,False,True,1,False,False,True,False,False,False,False,False,False,False,6,2.0,20971.8349258283
United States,2022,Senior,FT,Data Analytics Lead,405000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,12.91164481522143,3,405.0,5752.84,0.737,547.16,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,9,3.0,233582.7338726544
United States,2022,Mid,FT,Data Scientist,135000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,11.813037464800539,2,135.0,1917.61,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,233582.7338726544
United States,2022,Senior,FT,Applied Data Scientist,177000,100,L,70.4,41.7,142.3,56.6,77860.9112908848,12.083910661257521,3,177.0,2514.2,0.737,547.16,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,233582.7338726544
United States,2022,Mid,FT,Data Scientist,78000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.264476926102367,2,78.0,1107.95,0.737,547.16,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,155721.8225817696
United States,2022,Senior,FT,Data Analyst,135000,100,M,70.4,41.7,142.3,56.6,77860.9112908848,11.813037464800539,3,135.0,1917.61,0.737,547.16,Analytics,3,False,True,2,False,False,False,False,False,False,False,False,False,True,9,3.0,155721.8225817696
